MEC_CO_ENTIDADE,MEC_CO_UF,MEC_CO_MUNICIPIO,MEC_NO_ENTIDADE,MEC_NU_ANO_CENSO,MEC_TP_SITUACAO_FUNCIONAMENTO,MEC_TP_DEPENDENCIA,MEC_TP_LOCALIZACAO,MEC_TP_LOCALIZACAO_DIFERENCIADA,MEC_TP_CATEGORIA_ESCOLA_PRIVADA,MEC_DT_ANO_LETIVO_INICIO,MEC_DT_ANO_LETIVO_TERMINO,MEC_IN_REGULAR,MEC_IN_EJA,MEC_IN_PROFISSIONALIZANTE,MEC_IN_ESPECIAL_EXCLUSIVA,MEC_IN_COMUM_CRECHE,MEC_IN_COMUM_PRE,MEC_IN_COMUM_FUND_AI,MEC_IN_COMUM_FUND_AF,MEC_IN_COMUM_MEDIO_MEDIO,MEC_IN_COMUM_MEDIO_INTEGRADO,MEC_IN_COMUM_MEDIO_NORMAL
52020487,52,5201108,COLEGIO ESTADUAL PROFESSOR HELI ALVES FERREIRA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,1,0,0,0,0,1,1,0,0
52020509,52,5201108,COLEGIO ESTADUAL VIRGINIO SANTILLO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52020517,52,5201108,COLEGIO GALILEU,2018,1,4,1,0,1,25/01/2018,07/12/2018,1,0,0,0,0,0,0,1,1,0,0
52020533,52,5201108,COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS GABRIEL ISSA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52020541,52,5201108,COLEGIO ESTADUAL POLIVALENTE FREI JOAO BATISTA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,1,0,0,0,0,1,1,0,0
52020550,52,5201108,COLEGIO QUADRANGULAR,2018,1,4,1,0,2,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52020576,52,5201108,COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DR CESAR TOLEDO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52020592,52,5201108,COLEGIO SAO FRANCISCO DE ASSIS,2018,1,4,1,0,1,22/01/2018,07/12/2018,1,0,0,0,1,1,1,1,1,0,0
52020649,52,5201108,EDUCANDARIO ADAO MENDES,2018,1,4,1,0,1,22/01/2018,14/12/2018,1,0,0,0,1,1,1,0,0,0,0
52020673,52,5201108,ESCOLA CANDIDO AMBROSIO DE LIMA,2018,1,4,1,0,1,30/01/2018,20/12/2018,1,0,0,0,0,1,1,0,0,0,0
52020690,52,5201108,EDUCANDARIO DOM PEDRO II,2018,1,4,1,0,1,22/01/2018,21/12/2018,1,0,0,0,1,1,1,0,0,0,0
52056007,52,5200134,ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA,2018,2,3,1,,,,,,,,,,,,,,,
52038742,52,5209705,COLEGIO ESTADUAL DEPUTADO MANOEL MENDONCA,2018,1,2,1,0,,22/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52038777,52,5209705,ESC MUL JOSE AMANCIO SOUZA PINTO,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,0,0,1,1,0,0,0
52038793,52,5209705,COLEGIO ESTADUAL PROFESSORA AUGUSTA MACHADO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,0,0,0
52038823,52,5209705,ESCOLA MUNICIPAL ALIANCA,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,0,0,1,1,0,0,0
52038866,52,5209705,ESCOLA MUNICIPAL GERALDO BATISTA DE OLIVEIRA,2018,1,3,1,0,,22/01/2018,14/12/2018,1,0,0,0,1,1,1,0,0,0,0
52038963,52,5209705,ESCOLA MUNICIPAL TERENCIO BERNADES,2018,1,3,2,0,,22/01/2018,14/12/2018,1,0,0,0,0,0,1,0,0,0,0
52039005,52,5212303,COLEGIO ESTADUAL SALIM AFIUNE,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52039021,52,5212303,ESCOLA MUNICIPAL DOMIRO FERNANDES DE SOUZA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52039030,52,5212303,ESCOLA ESTADUAL GERALDA LUZIA VECCE,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,0,0,0
52039064,52,5212303,ESCOLA MUNICIPAL ALBERTO FINOTI,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52039110,52,5212303,ESCOLA MUNICIPAL BENEDITO RODRIGUES DA SILVA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52039161,52,5212303,ESCOLA MUNICIPAL VESPASIANO DA COSTA FERREIRA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52039188,52,5212303,ESCOLA MUNICIPAL RONALDO ROBERTO ROCHA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,1,1,0,0
52039196,52,5212303,ESCOLA MUNICIPAL BENEDITO GOMES DA SILVA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52039218,52,5214507,COLEGIO ESTADUAL JOSE VALENTE,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52039781,52,5221403,ESCOLA ESTADUAL 16 DE JULHO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52039790,52,5221403,ESCOLA ESTADUAL ABRAO MANOEL DA COSTA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52039803,52,5221403,COLEGIO ESTADUAL ADAGUISMAR DE OLIVEIRA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52039811,52,5221403,ESCOLA ESTADUAL ALONSO LOURENCO DE OLIVEIRA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,1,1,0,0,0
52039820,52,5221403,COLEGIO ESTADUAL DOM PRUDENCIO,2018,1,2,1,0,,22/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52039854,52,5221403,COLEGIO ESTADUAL DR PEDRO LUDOVICO TEIXEIRA,2018,1,2,1,0,,22/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52039862,52,5221403,ESCOLA ESTADUAL EURIDICE SANTANA LIMA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,0,0,0
52039870,52,5221403,COLEGIO ESTADUAL HOMERO HONORATO,2018,1,2,1,0,,22/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52039889,52,5221403,ESCOLA ESTADUAL JARDIM CALIFORNIA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52039897,52,5221403,COLEGIO ESTADUAL MENINO JESUS,2018,1,2,1,0,,22/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52039919,52,5221403,ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA,2018,1,3,2,0,,22/01/2018,22/12/2018,1,0,0,0,0,1,1,0,0,0,0
52039927,52,5221403,ESCOLA ESTADUAL PROFESSOR ESMERALDO MONTEIRO,2018,1,2,1,0,,22/01/2018,31/12/2018,1,1,0,0,0,0,1,1,0,0,0
52039935,52,5221403,COLEGIO ESTADUAL PROFESSOR HELON GOMIDE,2018,1,2,1,0,,22/01/2018,31/12/2018,1,1,0,0,0,0,1,1,0,0,0
52039943,52,5221403,ESCOLA ESTADUAL PROFESSOR MARCILON DORNELES,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,0,0,0
52027759,52,5211602,ESC MUL ALFREDO NASSER,2018,3,3,2,,,,,,,,,,,,,,,
52012077,52,5221601,ESC MUL JOSE DE ANCHIETA,2018,3,3,2,,,,,,,,,,,,,,,
52041433,52,5209408,ESCOLA MUNICIPAL PITOMBEIRA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52041441,52,5209408,ESCOLA MUNICIPAL CRIANCA FELIZ,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,1,0,0,0,0
52041450,52,5209903,COLEGIO ESTADUAL JOAQUIM VIEIRA DE BRITO,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52041468,52,5209903,ESCOLA DINAMICO POSITIVO,2018,1,4,1,0,1,01/02/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52041476,52,5209903,CENTRO DE ENSINO EM PERIODO INTEGRAL ARY RIBEIRO VALADAO FILHO,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,0,0,0
52041484,52,5209903,ESCOLA ESTADUAL JUVENTINO DE FRANCA SABATH,2018,1,2,1,0,,02/01/2018,31/12/2018,1,0,0,0,0,0,0,1,0,0,0
52041492,52,5209903,ESCOLA MUNICIPAL MARIA CLARETH,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52041506,52,5209903,COLEGIO ESTADUAL RAIMUNDO ROCHA RIBEIRO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52041565,52,5209903,ESCOLA MUNICIPAL JOAO DAMACENO ROCHA,2018,1,3,2,3,,22/01/2018,22/12/2018,1,0,0,0,0,1,1,0,0,0,0
52041573,52,5209903,ESC MUL JOAQUIM VIEIRA DE MELO,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52041590,52,5209903,ESCOLA MUNICIPAL ODILON NERE SAMPAIO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52041611,52,5209903,ESC MUL PEDRO PEREIRA DOS SANTOS,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52041662,52,5209903,ESCOLA MUNICIPAL PROFª MARIA DO CARMO MARQUES,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52041670,52,5209903,CMEI SITIO DO PICA PAU AMARELO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,0,0,0,0,0
52013910,52,5214903,ESCOLA MUNICIPAL CIRILO PEREIRA DOS SANTOS,2018,2,3,2,,,,,,,,,,,,,,,
52101550,52,5222203,CRECHE MUNICIPAL PROFESSORA TEREZINHA DE BARROS ALVES,2018,2,3,1,,,,,,,,,,,,,,,
52097196,52,5205109,CENTRO DE EDUCACAO E CONVIVENCIA JUVENIL DONA ODETTE FAIAD SEBBA,2018,2,2,1,,,,,,,,,,,,,,,
52043347,52,5200100,ESCOLA MUNICIPAL VIRGILIO FALEIRO LIMA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52043487,52,5200100,ESCOLA ESTADUAL ANDRE GAUDIE FLEURY CURADO,2018,1,2,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52043509,52,5200100,INSTITUTO ADVENTISTA BRASIL CENTRAL,2018,1,4,2,0,4,30/01/2018,16/12/2018,1,0,0,0,0,1,1,1,1,0,0
52043517,52,5200100,ESC MUNICIPAL JOSE SIZENANDO DINIZ,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52043533,52,5200175,COLEGIO ESTADUAL AGUA FRIA,2018,1,2,1,0,,02/01/2018,31/12/2018,1,0,0,0,0,0,0,1,1,0,0
52043541,52,5200175,COLEGIO ESTADUAL POVOADO MATO SECO,2018,1,2,2,0,,02/01/2018,31/12/2018,1,0,0,0,0,0,1,1,1,0,0
52043550,52,5200175,ESCOLA MUNICIPAL MULTIGRADUADA FAZENDA ALTO DOS CURRAIS,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52043606,52,5200175,ESCOLA MUNICIPAL MULTIGRADUADA FAZENDA NATUREZA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52043711,52,5200308,COLEGIO ESTADUAL 31 DE MARCO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,1,0,0,0,0,1,1,0,0
52043746,52,5200308,COLEGIO ESTADUAL 13 DE MAIO,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,1,0,0,0,0,1,1,0,0
52043754,52,5200308,COLEGIO ESTADUAL NELSON SANTOS,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52043762,52,5200308,COLEGIO ESTADUAL PADRE ANTONIO MARCIGALHA,2018,1,2,1,0,,21/01/2018,22/12/2018,1,0,0,0,0,0,0,1,1,0,0
52043770,52,5200308,ESCOLA MUNICIPAL GEMINIANO FERREIRA DE QUEIROZ,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,1,1,0,0,0,0
52043835,52,5200308,ESCOLA MUNICIPAL BERTOLINA TEIXEIRA,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,1,1,0,0,0,0
52149200,52,5201108,ESCOLA AQUARELA KIDS,2018,3,4,1,,,,,,,,,,,,,,,
52064379,52,5222005,ESCOLA PROFESSOR SEBASTIAO BUENO,2018,1,4,1,0,1,15/01/2018,14/12/2018,1,0,0,0,1,1,1,1,0,0,0
52064387,52,5222005,ESCOLA MUNICIPAL ANTONIO DE SOUZA LOBO SOBRINHO,2018,1,3,2,0,,22/01/2018,20/12/2018,1,0,0,0,0,1,1,1,0,0,0
52064425,52,5201207,COLEGIO ESTADUAL ADELINO ANTONIO GOMIDE,2018,1,2,1,0,,17/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52064433,52,5201207,ESCOLA MUNICIPAL JOAOZINHO E MARIA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52064441,52,5204805,COLEGIO ESTADUAL MAJOR EMIDIO,2018,1,2,1,0,,18/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52064522,52,5204805,ESCOLA MUNICIPAL LIBERDADE,2018,1,3,1,0,,29/01/2018,21/12/2018,1,1,0,0,0,1,1,0,0,0,0
52064530,52,5210109,ESC MUL MANOEL LOPES GONTIJO,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52064786,52,5205109,COLEGIO DR JAMIL SEBBA,2018,1,4,1,0,1,29/01/2018,21/12/2018,1,0,0,0,0,1,1,1,1,0,0
52064794,52,5205109,COLEGIO ESTADUAL ANICE CECILIO PEDREIRO,2018,1,2,1,0,,17/01/2018,21/12/2018,1,1,0,0,0,0,1,1,1,0,0
52064808,52,5205109,COLEGIO ESTADUAL CAROLINA VAZ DA COSTA,2018,1,2,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52064816,52,5205109,COLEGIO ESTADUAL DONA IAYA,2018,1,2,1,0,,02/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52064824,52,5205109,COLEGIO ESTADUAL JOAO NETTO DE CAMPOS,2018,1,2,1,0,,17/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52064832,52,5205109,CEPI DA PMG POLIVALENTE DOUTOR THARSIS CAMPOS,2018,1,2,1,0,,17/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52064840,52,5205109,COLEGIO NOSSA SENHORA MAE DE DEUS,2018,1,4,1,0,4,17/01/2018,21/12/2018,1,0,0,0,0,0,0,1,1,0,0
52072231,52,5219605,ESCOLA MUNICIPAL SATURNINO SEVERINO PREGO,2018,3,3,1,,,,,,,,,,,,,,,
52081540,52,5209705,ESC MUL DONA MARIA LUIZA,2018,2,3,2,,,,,,,,,,,,,,,
52040968,52,5207907,ESC MUL SANTA TERESINHA,2018,2,3,2,,,,,,,,,,,,,,,
52066029,52,5210109,ESC MUL DEMOSTENES CRISTINO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52066037,52,5210109,CENTRO DE ENSINO EM PERIODO INTEGRAL DOM BOSCO,2018,1,2,1,0,,22/01/2018,31/12/2018,1,0,0,0,0,0,1,0,0,0,0
52066045,52,5210109,CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE COSTA PARANHOS,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52066053,52,5210109,CENTRO DE ENSINO EM PERIODO INTEGRAL MICHELE SANTINONI,2018,1,2,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52066070,52,5210109,COLEGIO ESTADUAL NORMAL PROFESSOR CESAR AUGUSTO CEVA,2018,1,2,1,0,,02/01/2018,23/12/2018,1,1,0,0,0,0,0,0,1,0,0
52066088,52,5210109,ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,1,0,0,0
52066444,52,5210109,LAR E CRECHE SAO FRANCISCO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52066479,52,5210109,PRE ESC LUZES DA RIBALTA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52066509,52,5210109,ESCOLA MUNICIPAL IRON VITOR MARTINS,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,1,1,0,0,0
52066517,52,5210109,ESCOLA MUNICIPAL SEBASTIAO LOPES DA SILVA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,1,0,0,0,1,1,0,0,0,0
52066525,52,5214804,COLEGIO ESTADUAL ILLYDIA MARIA PERILO CAIADO,2018,1,2,1,0,,02/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52066533,52,5214804,ESCOLA ESTADUAL RAIMUNDO GOMIDE,2018,1,2,1,0,,17/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52066541,52,5214804,ESCOLA MUNICIPAL JARDIM DE INFANCIA BRANCA DE NEVE,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52066550,52,5215504,COLEGIO ESTADUAL ANTONIO FERREIRA GOULART,2018,1,2,1,0,,02/01/2018,21/12/2018,1,1,0,0,0,0,0,1,1,0,0
52076040,52,5208707,ESCOLA INFANTIL VIVENDO E APRENDENDO,2018,3,4,1,,,,,,,,,,,,,,,
52068030,52,5218508,ESC MUL CUSTODIO ANTONIO CABRAL,2018,1,3,2,0,,29/01/2018,20/12/2018,1,0,0,0,0,1,1,1,0,0,0
52068048,52,5218508,ESCOLA MUNICIPAL PROFESSORA ZELSANI,2018,1,3,1,0,,29/01/2018,20/12/2018,1,0,0,0,0,1,1,1,0,0,0
52068110,52,5218508,ESCOLA MUNICIPAL JOAO ANTONIO BARBOSA,2018,1,3,2,0,,29/01/2018,20/12/2018,1,0,0,0,0,1,1,1,0,0,0
52068218,52,5218508,ESCOLA MUNICIPAL MARCIO RIBEIRO,2018,1,3,1,0,,29/01/2018,20/12/2018,1,0,0,0,1,1,1,1,0,0,0
52068234,52,5218508,ESC MUL MARIA IGNEZ,2018,1,3,1,0,,29/01/2018,20/12/2018,1,0,0,0,0,1,1,1,0,0,0
52068269,52,5218508,ESC MUL NOTURNA DE QUIRINOPOLIS,2018,1,3,1,0,,29/01/2018,21/12/2018,0,1,0,0,0,0,0,0,0,0,0
52068285,52,5218508,ESC MUL RAIO DE SOL,2018,1,3,1,0,,29/01/2018,20/12/2018,1,0,0,0,0,1,1,1,0,0,0
52068390,52,5218508,COLEGIO SAO JOSE LTDA,2018,1,4,1,0,1,24/01/2018,14/12/2018,1,0,0,0,1,1,1,1,1,0,0
52068404,52,5220405,COLEGIO ESTADUAL PRESIDENTE COSTA E SILVA,2018,1,2,1,0,,22/01/2018,22/12/2018,1,1,0,0,0,0,0,0,1,0,0
52068412,52,5220405,COL MUL LEOPOLDO MOREIRA,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,0,1,1,1,0,0
52068420,52,5220405,COLEGIO ESTADUAL DE SAO SIMAO,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,0,0,0
52068439,52,5220405,ESCOLA ESTADUAL LADISLAU ALVES DE SOUZA,2018,1,2,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,0,0,1,0,0,0
52068447,52,5220405,ESCOLA MUNICIPAL CORA CORALINA,2018,1,3,1,0,,22/01/2018,20/12/2018,1,0,0,0,0,1,1,1,0,0,0
52068463,52,5220405,COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO,2018,1,2,1,0,,22/01/2018,31/12/2018,1,0,0,0,0,0,0,1,1,0,0
52188370,52,5200605,CENTRO DE EDUCACAO INFANTIL DO DISTRITO DE SAO JORGE,2018,2,3,2,,,,,,,,,,,,,,,
52014290,52,5220009,ESC MUL FAZ VAOZINHO,2018,3,3,2,,,,,,,,,,,,,,,
52066169,52,5210109,ESC MUL RURAL ARCO IRIS,2018,3,3,2,,,,,,,,,,,,,,,
52069435,52,5218003,ESC MUL PROF MARIA JOSE GONCALVES,2018,1,3,1,0,,23/01/2018,21/12/2018,1,0,0,0,0,1,1,1,0,0,0
52069451,52,5218508,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DOUTOR ALFREDO MARIZ DA COSTA LIONS CLUBE,2018,1,4,1,0,4,22/01/2018,21/12/2018,0,0,0,0,0,0,0,0,0,0,0
52069460,52,5203575,ESCOLA MUNICIPAL DE NOVA VILA,2018,1,3,2,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52069486,52,5200258,ESCOLA RECREATIVA ARCO-IRIS,2018,1,4,1,0,1,05/02/2018,14/12/2018,1,0,0,0,1,1,1,1,0,0,0
52069494,52,5218003,ESCOLA MUNICIPAL PRESIDIO DE SANTA CRUZ,2018,1,3,2,1,,23/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52069508,52,5218805,ESCOLA MUNCIPAL RURAL DE ENSINO FUNDAMENTAL ESCADINHA DO FUTURO,2018,1,3,2,0,,15/01/2018,18/12/2018,1,0,0,0,1,1,1,1,0,0,0
52069532,52,5218805,ESCOLA MUNICIPAL RURAL DE ENSINO FUNDAMENTAL SAO JOSE DO PONTAL,2018,1,3,2,1,,15/01/2018,18/12/2018,1,0,0,0,0,1,1,1,0,0,0
52069605,52,5221601,ESCOLA MUNICIPAL VILANIR ALENCAR CAMAPUM,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52069621,52,5219753,EMEF A CAMINHO DA LUZ,2018,1,3,1,0,,29/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52069630,52,5200258,COLEGIO ESTADUAL DE AGUAS LINDAS,2018,1,2,1,0,,02/01/2018,31/12/2018,1,1,0,0,0,0,0,1,1,0,0
52069648,52,5221601,ESC MUL OSCAR BARROSO DE SOUZA,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52069656,52,5220504,ESCOLA MUNICIPAL FRANCISCO RATES RODRIGUES,2018,1,3,2,0,,22/01/2018,19/12/2018,1,0,0,0,0,0,1,1,0,0,0
52069672,52,5220504,ESCOLA MUNICIPAL BOA ESPERANCA,2018,1,3,2,0,,22/01/2018,18/12/2018,1,0,0,0,0,0,1,1,0,0,0
52069737,52,5208707,ESC MUL ENGº ROBINHO MARTINS AZEVEDO,2018,1,3,1,0,,22/01/2018,21/12/2018,1,1,0,0,0,1,1,1,0,0,0
52089746,52,5220454,ESCOLA INFANTIL SABEDORIA E VIDA,2018,3,4,1,,,,,,,,,,,,,,,
52076458,52,5211008,ESC MUL TAMBURIL,2018,2,3,2,,,,,,,,,,,,,,,
52085546,52,5201405,ESCOLA MUNICIPAL SERRA DAS AREIAS,2018,1,3,1,6,,18/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52085554,52,5201405,ESCOLA MUNICIPAL VALDIR GONCALVES DE AGUIAIS,2018,1,3,1,3,,18/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52085562,52,5201405,ESCOLA MUNICIPAL CORA CORALINA,2018,1,3,1,0,,15/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52085570,52,5201405,ESC MUN ANDREIA FERREIRA BARBOSA,2018,1,3,1,0,,18/01/2018,21/12/2018,1,0,0,0,0,1,1,0,0,0,0
52085589,52,5201405,ESC MUL ALEXANDRE GARCIA CARRERA,2018,1,3,1,0,,18/01/2018,20/12/2018,1,0,0,0,0,1,1,0,0,0,0
52085597,52,5208707,ASSOCIACAO EVANGELICA EL SHADDAI,2018,1,4,1,0,4,15/01/2018,21/12/2018,1,0,0,0,1,1,0,0,0,0,0
52085619,52,5220454,ESCOLA MUNICIPAL PROFESSORA CELINA DE SOUSA AMARAL,2018,1,3,1,0,,19/01/2018,19/12/2018,1,0,0,0,0,0,1,1,0,0,0
52085627,52,5220454,ESCOLA INFANTIL VIVER E APRENDER,2018,1,4,1,0,1,22/01/2018,14/12/2018,1,0,0,0,1,1,1,0,0,0,0
52085635,52,5220454,ESCOLA CAVALCANTE AMARAL LTDA,2018,1,4,1,0,1,15/01/2018,07/12/2018,1,0,0,0,0,1,1,0,0,0,0
52085686,52,5220454,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DOM FERNANDO GOMES,2018,1,3,1,0,,19/01/2018,19/12/2018,1,0,0,0,1,1,0,0,0,0,0
52085694,52,5220454,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SINHAZINHA,2018,1,3,1,0,,19/01/2018,19/12/2018,1,0,0,0,1,1,0,0,0,0,0
52085716,52,5220454,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR EDIVAL CALACA,2018,1,3,1,0,,19/01/2018,19/12/2018,1,0,0,0,1,1,0,0,0,0,0
52085724,52,5220454,CENTRO MUNICIPAL DE EDUCACAO INFANTIL THAYS DE SOUSA RIBEIRO,2018,1,3,1,0,,19/01/2018,19/12/2018,1,0,0,0,1,1,0,0,0,0,0
52085732,52,5202155,ESCOLA MUNICIPAL JOAQUIM TEODORO PIRES,2018,1,3,1,0,,22/01/2018,21/12/2018,1,0,0,0,0,0,1,0,0,0,0
52058069,52,5203500,ESC MUL ROBERTO P DA SILVA,2018,3,3,2,,,,,,,,,,,,,,,
52070751,52,5206404,COLEGIO COC,2018,3,4,1,,,,,,,,,,,,,,,
52086542,52,5208707,COLEGIO SIMETRIA,2018,1,4,1,0,1,23/01/2018,22/12/2018,1,0,0,0,1,1,1,1,1,0,0
52086550,52,5208707,COLEGIO EXCELSO,2018,1,4,1,0,1,08/01/2018,14/12/2018,1,0,0,0,1,1,1,1,1,0,0
52086577,52,5208707,ESCOLA O PEQUENO APRENDIZ,2018,1,4,1,0,1,15/01/2018,14/12/2018,1,0,0,0,1,1,1,0,0,0,0
52086585,52,5208707,ESCOLA INFANTIL FAVO DE MEL,2018,1,4,1,0,1,23/01/2018,14/12/2018,1,0,0,0,0,1,1,0,0,0,0
52086607,52,5208707,EDUCACAO INFANTIL SESC FAICALVILLE,2018,1,4,1,0,1,18/01/2018,18/12/2018,1,0,0,0,0,1,0,0,0,0,0
